country,year,gender,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp,generation,continent
Turkmenistan,2002,male,35-54 years,105,455939,23.03,"4,461,978,499",1077,Boomers,Asia
Turkmenistan,1999,male,35-54 years,110,406288,27.07,"2,450,686,660",619,Boomers,Asia
Turkmenistan,1998,male,35-54 years,119,405500,29.35,"2,605,688,065",636,Boomers,Asia
Turkmenistan,2008,male,35-54 years,120,533999,22.47,"19,271,523,179",4368,Boomers,Asia
Turkmenistan,2005,male,35-54 years,124,497010,24.95,"8,104,355,717",1906,Boomers,Asia
Turkmenistan,2006,male,35-54 years,132,508377,25.96,"10,277,598,152",2397,Boomers,Asia
Turkmenistan,2001,male,35-54 years,135,440661,30.64,"3,534,803,922",863,Boomers,Asia
Turkmenistan,2012,female,55-74 years,0,239090,0,"35,164,210,526",7498,Boomers,Asia
Turkmenistan,2013,female,55-74 years,1,250752,0.4,"39,197,543,860",8255,Boomers,Asia
Turkmenistan,2014,female,55-74 years,3,264297,1.14,"43,524,210,526",9046,Boomers,Asia
Turkmenistan,2015,female,55-74 years,3,280211,1.07,"35,799,628,571",7326,Boomers,Asia
Turkmenistan,2013,male,55-74 years,4,204156,1.96,"39,197,543,860",8255,Boomers,Asia
Turkmenistan,2011,female,55-74 years,5,228201,2.19,"29,233,333,333",6319,Boomers,Asia
Turkmenistan,2012,male,55-74 years,5,195269,2.56,"35,164,210,526",7498,Boomers,Asia
Turkmenistan,2014,male,55-74 years,7,214266,3.27,"43,524,210,526",9046,Boomers,Asia
Turkmenistan,2015,male,55-74 years,7,225820,3.1,"35,799,628,571",7326,Boomers,Asia
Turkmenistan,2011,male,55-74 years,8,186985,4.28,"29,233,333,333",6319,Boomers,Asia
Turkey,2009,female,35-54 years,58,9027289,0.64,"644,639,902,581",9773,Boomers,Asia
Turkey,2009,male,35-54 years,287,9160329,3.13,"644,639,902,581",9773,Boomers,Asia
Turkey,2011,female,55-74 years,35,4781947,0.73,"832,523,681,194",12237,Boomers,Asia
Turkey,2015,female,55-74 years,42,5456986,0.77,"859,796,872,794",11961,Boomers,Asia
Turkey,2012,female,55-74 years,55,4925454,1.12,"873,982,246,102",12671,Boomers,Asia
Turkey,2013,female,55-74 years,73,5052537,1.44,"950,579,413,279",13603,Boomers,Asia
Turkey,2014,female,55-74 years,79,5233238,1.51,"934,185,915,467",13170,Boomers,Asia
Turkey,2011,male,55-74 years,162,4380447,3.7,"832,523,681,194",12237,Boomers,Asia
Turkey,2012,male,55-74 years,180,4532575,3.97,"873,982,246,102",12671,Boomers,Asia
Turkey,2015,male,55-74 years,223,5079228,4.39,"859,796,872,794",11961,Boomers,Asia
Turkey,2014,male,55-74 years,225,4851259,4.64,"934,185,915,467",13170,Boomers,Asia
Turkey,2013,male,55-74 years,239,4664864,5.12,"950,579,413,279",13603,Boomers,Asia
Thailand,1994,female,25-34 years,152,5290000,2.87,"146,683,499,006",2784,Boomers,Asia
Thailand,1986,female,25-34 years,229,4396441,5.21,"43,096,746,122",911,Boomers,Asia
Thailand,1985,female,25-34 years,254,4232095,6,"38,900,692,712",840,Boomers,Asia
Thailand,1987,female,25-34 years,265,4549086,5.83,"50,535,438,696",1045,Boomers,Asia
Thailand,1991,female,25-34 years,277,4997931,5.54,"98,234,695,722",1891,Boomers,Asia
Thailand,1992,female,25-34 years,322,5061899,6.36,"111,452,869,378",2120,Boomers,Asia
Thailand,1990,female,25-34 years,339,4920571,6.89,"85,343,063,966",1666,Boomers,Asia
Thailand,1986,male,25-34 years,449,4245701,10.58,"43,096,746,122",911,Boomers,Asia
Thailand,1985,male,25-34 years,453,4104134,11.04,"38,900,692,712",840,Boomers,Asia
Thailand,1987,male,25-34 years,454,4380094,10.37,"50,535,438,696",1045,Boomers,Asia
Thailand,1994,male,25-34 years,457,5433000,8.41,"146,683,499,006",2784,Boomers,Asia
Thailand,1990,male,25-34 years,622,4749653,13.1,"85,343,063,966",1666,Boomers,Asia
Thailand,1992,male,25-34 years,641,4975370,12.88,"111,452,869,378",2120,Boomers,Asia
Thailand,1991,male,25-34 years,643,4868128,13.21,"98,234,695,722",1891,Boomers,Asia
Thailand,1994,female,35-54 years,204,6170000,3.31,"146,683,499,006",2784,Boomers,Asia
Thailand,1991,female,35-54 years,268,6340273,4.23,"98,234,695,722",1891,Boomers,Asia
Thailand,1992,female,35-54 years,283,6521746,4.34,"111,452,869,378",2120,Boomers,Asia
Thailand,1995,female,35-54 years,309,7081475,4.36,"169,278,552,851",3114,Boomers,Asia
Thailand,1997,female,35-54 years,318,7717870,4.12,"150,180,268,649",2689,Boomers,Asia
Thailand,1996,female,35-54 years,335,7377294,4.54,"183,035,154,107",3324,Boomers,Asia
Thailand,2006,female,35-54 years,339,10529498,3.22,"221,758,486,880",3598,Boomers,Asia
Thailand,1998,female,35-54 years,343,8095997,4.24,"113,675,706,127",2005,Boomers,Asia
Thailand,2007,female,35-54 years,356,9981463,3.57,"262,942,650,544",4461,Boomers,Asia
Thailand,1999,female,35-54 years,380,8500029,4.47,"126,668,932,160",2203,Boomers,Asia
Thailand,2009,female,35-54 years,382,10260748,3.72,"281,710,095,725",4736,Boomers,Asia
Thailand,2005,female,35-54 years,383,10311164,3.71,"189,318,499,954",3094,Boomers,Asia
Thailand,2003,female,35-54 years,394,9801993,4.02,"152,280,653,544",2531,Boomers,Asia
Thailand,2008,female,35-54 years,398,10132362,3.93,"291,383,081,232",4921,Boomers,Asia
Thailand,2004,female,35-54 years,413,10068026,4.1,"172,895,476,153",2849,Boomers,Asia
Thailand,1994,male,35-54 years,431,6064000,7.11,"146,683,499,006",2784,Boomers,Asia
Thailand,2000,female,35-54 years,444,8919470,4.98,"126,392,308,498",2169,Boomers,Asia
Thailand,2002,female,35-54 years,456,8981392,5.08,"134,300,851,255",2305,Boomers,Asia
Thailand,1991,male,35-54 years,636,5900518,10.78,"98,234,695,722",1891,Boomers,Asia
Thailand,1992,male,35-54 years,672,6094652,11.03,"111,452,869,378",2120,Boomers,Asia
Thailand,1996,male,35-54 years,880,7038730,12.5,"183,035,154,107",3324,Boomers,Asia
Thailand,1995,male,35-54 years,883,6725727,13.13,"169,278,552,851",3114,Boomers,Asia
Thailand,1997,male,35-54 years,946,7383107,12.81,"150,180,268,649",2689,Boomers,Asia
Thailand,1998,male,35-54 years,1127,7751471,14.54,"113,675,706,127",2005,Boomers,Asia
Thailand,2005,male,35-54 years,1128,9695484,11.63,"189,318,499,954",3094,Boomers,Asia
Thailand,2007,male,35-54 years,1149,9422822,12.19,"262,942,650,544",4461,Boomers,Asia
Thailand,2006,male,35-54 years,1150,9887556,11.63,"221,758,486,880",3598,Boomers,Asia
Thailand,2009,male,35-54 years,1172,9681789,12.11,"281,710,095,725",4736,Boomers,Asia
Thailand,2008,male,35-54 years,1188,9562677,12.42,"291,383,081,232",4921,Boomers,Asia
Thailand,1999,male,35-54 years,1234,8133153,15.17,"126,668,932,160",2203,Boomers,Asia
Thailand,2004,male,35-54 years,1251,9483233,13.19,"172,895,476,153",2849,Boomers,Asia
Thailand,2002,male,35-54 years,1252,8581154,14.59,"134,300,851,255",2305,Boomers,Asia
Thailand,2000,male,35-54 years,1263,8517696,14.83,"126,392,308,498",2169,Boomers,Asia
Thailand,2003,male,35-54 years,1277,9254313,13.8,"152,280,653,544",2531,Boomers,Asia
Thailand,2013,female,55-74 years,190,5336311,3.56,"420,333,333,333",6917,Boomers,Asia
Thailand,2011,female,55-74 years,217,4948016,4.39,"370,818,747,397",6153,Boomers,Asia
Thailand,2012,female,55-74 years,222,5145957,4.31,"397,558,094,270",6584,Boomers,Asia
Thailand,2016,female,55-74 years,222,6049756,3.67,"411,755,164,833",6713,Boomers,Asia
Thailand,2014,female,55-74 years,240,5539928,4.33,"407,339,361,696",6662,Boomers,Asia
Thailand,2015,female,55-74 years,248,5795996,4.28,"401,399,422,443",6552,Boomers,Asia
Thailand,2011,male,55-74 years,488,4266668,11.44,"370,818,747,397",6153,Boomers,Asia
Thailand,2012,male,55-74 years,581,4433963,13.1,"397,558,094,270",6584,Boomers,Asia
Thailand,2013,male,55-74 years,586,4596763,12.75,"420,333,333,333",6917,Boomers,Asia
Thailand,2014,male,55-74 years,632,4771792,13.24,"407,339,361,696",6662,Boomers,Asia
Thailand,2015,male,55-74 years,718,4990958,14.39,"401,399,422,443",6552,Boomers,Asia
Thailand,2016,male,55-74 years,734,5203957,14.1,"411,755,164,833",6713,Boomers,Asia
Sri Lanka,1986,female,25-34 years,365,1290400,28.29,"6,405,210,564",454,Boomers,Asia
Sri Lanka,1985,female,25-34 years,426,1268000,33.6,"5,978,460,972",431,Boomers,Asia
Sri Lanka,1985,male,25-34 years,1024,1288000,79.5,"5,978,460,972",431,Boomers,Asia
Sri Lanka,1986,male,25-34 years,1045,1310300,79.75,"6,405,210,564",454,Boomers,Asia
Sri Lanka,2006,female,35-54 years,198,2603293,7.61,"28,267,410,543",1580,Boomers,Asia
Sri Lanka,2002,female,35-54 years,204,2477980,8.23,"16,536,535,647",951,Boomers,Asia
Sri Lanka,2003,female,35-54 years,218,2514643,8.67,"18,881,765,437",1077,Boomers,Asia
Sri Lanka,1996,female,35-54 years,228,2135855,10.67,"13,897,738,375",834,Boomers,Asia
Sri Lanka,2001,female,35-54 years,244,2437630,10.01,"15,749,753,805",912,Boomers,Asia
Sri Lanka,1998,female,35-54 years,278,2271131,12.24,"15,794,972,847",935,Boomers,Asia
Sri Lanka,1999,female,35-54 years,304,2334618,13.02,"15,656,327,860",920,Boomers,Asia
Sri Lanka,2000,female,35-54 years,309,2394085,12.91,"16,330,814,180",953,Boomers,Asia
Sri Lanka,1997,female,35-54 years,313,2204629,14.2,"15,091,913,884",900,Boomers,Asia
Sri Lanka,1996,male,35-54 years,1211,2095820,57.78,"13,897,738,375",834,Boomers,Asia
Sri Lanka,2006,male,35-54 years,1246,2465505,50.54,"28,267,410,543",1580,Boomers,Asia
Sri Lanka,2001,male,35-54 years,1468,2362538,62.14,"15,749,753,805",912,Boomers,Asia
Sri Lanka,2002,male,35-54 years,1476,2389646,61.77,"16,536,535,647",951,Boomers,Asia
Sri Lanka,2003,male,35-54 years,1483,2413016,61.46,"18,881,765,437",1077,Boomers,Asia
Sri Lanka,1997,male,35-54 years,1491,2161948,68.97,"15,091,913,884",900,Boomers,Asia
Sri Lanka,2000,male,35-54 years,1521,2331906,65.23,"16,330,814,180",953,Boomers,Asia
Sri Lanka,1998,male,35-54 years,1567,2224435,70.44,"15,794,972,847",935,Boomers,Asia
Sri Lanka,1999,male,35-54 years,1609,2281687,70.52,"15,656,327,860",920,Boomers,Asia
Singapore,1994,female,25-34 years,17,291500,5.83,"73,777,792,327",27202,Boomers,Asia
Singapore,1993,female,25-34 years,19,292900,6.49,"60,644,572,348",22835,Boomers,Asia
Singapore,1991,female,25-34 years,28,292600,9.57,"45,474,442,836",17768,Boomers,Asia
Singapore,1992,female,25-34 years,28,293200,9.55,"52,156,414,979",20029,Boomers,Asia
Singapore,1988,female,25-34 years,33,277100,11.91,"25,337,226,971",10586,Boomers,Asia
Singapore,1985,female,25-34 years,35,266700,13.12,"19,138,296,376",8142,Boomers,Asia
Singapore,1986,female,25-34 years,35,273000,12.82,"18,569,292,305",7805,Boomers,Asia
Singapore,1994,male,25-34 years,35,291200,12.02,"73,777,792,327",27202,Boomers,Asia
Singapore,1987,female,25-34 years,36,277400,12.98,"20,897,630,201",8679,Boomers,Asia
Singapore,1993,male,25-34 years,36,296600,12.14,"60,644,572,348",22835,Boomers,Asia
Singapore,1989,female,25-34 years,38,280700,13.54,"30,423,573,842",12514,Boomers,Asia
Singapore,1990,female,25-34 years,43,289400,14.86,"36,152,027,893",14393,Boomers,Asia
Singapore,1992,male,25-34 years,43,299300,14.37,"52,156,414,979",20029,Boomers,Asia
Singapore,1991,male,25-34 years,44,301200,14.61,"45,474,442,836",17768,Boomers,Asia
Singapore,1986,male,25-34 years,46,288100,15.97,"18,569,292,305",7805,Boomers,Asia
Singapore,1990,male,25-34 years,47,299900,15.67,"36,152,027,893",14393,Boomers,Asia
Singapore,1987,male,25-34 years,48,293500,16.35,"20,897,630,201",8679,Boomers,Asia
Singapore,1989,male,25-34 years,50,290700,17.2,"30,423,573,842",12514,Boomers,Asia
Singapore,1985,male,25-34 years,52,280500,18.54,"19,138,296,376",8142,Boomers,Asia
Singapore,1988,male,25-34 years,52,288000,18.06,"25,337,226,971",10586,Boomers,Asia
Singapore,1996,female,35-54 years,21,465900,4.51,"96,403,758,865",34148,Boomers,Asia
Singapore,1991,female,35-54 years,25,369500,6.77,"45,474,442,836",17768,Boomers,Asia
Singapore,1993,female,35-54 years,28,411300,6.81,"60,644,572,348",22835,Boomers,Asia
Singapore,1992,female,35-54 years,32,391200,8.18,"52,156,414,979",20029,Boomers,Asia
Singapore,1997,female,35-54 years,34,485900,7,"100,163,995,151",34779,Boomers,Asia
Singapore,1998,female,35-54 years,34,507300,6.7,"85,707,636,233",29150,Boomers,Asia
Singapore,1994,female,35-54 years,39,429400,9.08,"73,777,792,327",27202,Boomers,Asia
Singapore,1999,female,35-54 years,39,527100,7.4,"86,283,126,844",28789,Boomers,Asia
Singapore,2009,female,35-54 years,40,626800,6.38,"192,408,387,762",54413,Boomers,Asia
Singapore,2003,female,35-54 years,42,586600,7.16,"97,001,377,569",30067,Boomers,Asia
Singapore,2000,female,35-54 years,44,548100,8.03,"95,833,932,715",31446,Boomers,Asia
Singapore,2001,female,35-54 years,44,566000,7.77,"89,286,208,629",28774,Boomers,Asia
Singapore,2008,female,35-54 years,45,616400,7.3,"192,225,881,688",55735,Boomers,Asia
Singapore,2007,female,35-54 years,46,608800,7.56,"179,981,288,567",53098,Boomers,Asia
Singapore,1995,female,35-54 years,50,447500,11.17,"87,890,009,877",31783,Boomers,Asia
Singapore,1996,male,35-54 years,50,475400,10.52,"96,403,758,865",34148,Boomers,Asia
Singapore,2005,female,35-54 years,50,604300,8.27,"127,417,688,056",38122,Boomers,Asia
Singapore,2002,female,35-54 years,52,576200,9.02,"91,941,192,896",29048,Boomers,Asia
Singapore,2004,female,35-54 years,52,597700,8.7,"114,188,557,567",34799,Boomers,Asia
Singapore,1992,male,35-54 years,53,400800,13.22,"52,156,414,979",20029,Boomers,Asia
Singapore,1991,male,35-54 years,54,379500,14.23,"45,474,442,836",17768,Boomers,Asia
Singapore,2006,female,35-54 years,55,616100,8.93,"147,797,218,201",43318,Boomers,Asia
Singapore,1993,male,35-54 years,56,420500,13.32,"60,644,572,348",22835,Boomers,Asia
Singapore,2001,male,35-54 years,65,573200,11.34,"89,286,208,629",28774,Boomers,Asia
Singapore,1994,male,35-54 years,69,439100,15.71,"73,777,792,327",27202,Boomers,Asia
Singapore,1998,male,35-54 years,69,515800,13.38,"85,707,636,233",29150,Boomers,Asia
Singapore,1997,male,35-54 years,74,495200,14.94,"100,163,995,151",34779,Boomers,Asia
Singapore,1999,male,35-54 years,75,535500,14.01,"86,283,126,844",28789,Boomers,Asia
Singapore,2003,male,35-54 years,76,592400,12.83,"97,001,377,569",30067,Boomers,Asia
Singapore,2007,male,35-54 years,77,609000,12.64,"179,981,288,567",53098,Boomers,Asia
Singapore,2000,male,35-54 years,87,555800,15.65,"95,833,932,715",31446,Boomers,Asia
Singapore,2002,male,35-54 years,87,582400,14.94,"91,941,192,896",29048,Boomers,Asia
Singapore,2004,male,35-54 years,87,598400,14.54,"114,188,557,567",34799,Boomers,Asia
Singapore,1995,male,35-54 years,92,457000,20.13,"87,890,009,877",31783,Boomers,Asia
Singapore,2008,male,35-54 years,93,615400,15.11,"192,225,881,688",55735,Boomers,Asia
Singapore,2005,male,35-54 years,99,605700,16.34,"127,417,688,056",38122,Boomers,Asia
Singapore,2009,male,35-54 years,99,623400,15.88,"192,408,387,762",54413,Boomers,Asia
Singapore,2006,male,35-54 years,118,615500,19.17,"147,797,218,201",43318,Boomers,Asia
Singapore,2015,female,55-74 years,28,416616,6.72,"304,097,759,674",81766,Boomers,Asia
Singapore,2013,female,55-74 years,30,384544,7.8,"304,454,327,499",83151,Boomers,Asia
Singapore,2014,female,55-74 years,34,400651,8.49,"311,539,499,645",84442,Boomers,Asia
Singapore,2012,female,55-74 years,35,366600,9.55,"290,673,681,684",80040,Boomers,Asia
Singapore,2011,female,55-74 years,42,347600,12.08,"275,966,926,379",76638,Boomers,Asia
Singapore,2011,male,55-74 years,68,333700,20.38,"275,966,926,379",76638,Boomers,Asia
Singapore,2015,male,55-74 years,73,403996,18.07,"304,097,759,674",81766,Boomers,Asia
Singapore,2013,male,55-74 years,84,370242,22.69,"304,454,327,499",83151,Boomers,Asia
Singapore,2012,male,55-74 years,91,352500,25.82,"290,673,681,684",80040,Boomers,Asia
Singapore,2014,male,55-74 years,97,387256,25.05,"311,539,499,645",84442,Boomers,Asia
Republic of Korea,1988,female,25-34 years,206,3966200,5.19,"196,964,195,387",5089,Boomers,Asia
Republic of Korea,1985,female,25-34 years,228,3568800,6.39,"100,273,097,170",2731,Boomers,Asia
Republic of Korea,1989,female,25-34 years,233,4069200,5.73,"243,526,047,717",6217,Boomers,Asia
Republic of Korea,1991,female,25-34 years,247,4115000,6,"325,734,233,313",8145,Boomers,Asia
Republic of Korea,1986,female,25-34 years,250,3656500,6.84,"115,537,126,326",3078,Boomers,Asia
Republic of Korea,1987,female,25-34 years,254,3813900,6.66,"146,133,338,196",3834,Boomers,Asia
Republic of Korea,1992,female,25-34 years,267,4125000,6.47,"350,051,111,253",8671,Boomers,Asia
Republic of Korea,1990,female,25-34 years,269,4102400,6.56,"279,349,355,714",7056,Boomers,Asia
Republic of Korea,1993,female,25-34 years,322,4131600,7.79,"386,302,839,274",9479,Boomers,Asia
Republic of Korea,1994,female,25-34 years,337,4144000,8.13,"455,602,962,225",11073,Boomers,Asia
Republic of Korea,1990,male,25-34 years,550,4270100,12.88,"279,349,355,714",7056,Boomers,Asia
Republic of Korea,1991,male,25-34 years,568,4281300,13.27,"325,734,233,313",8145,Boomers,Asia
Republic of Korea,1989,male,25-34 years,574,4239100,13.54,"243,526,047,717",6217,Boomers,Asia
Republic of Korea,1988,male,25-34 years,575,4136900,13.9,"196,964,195,387",5089,Boomers,Asia
Republic of Korea,1992,male,25-34 years,644,4294600,15,"350,051,111,253",8671,Boomers,Asia
Republic of Korea,1993,male,25-34 years,646,4306500,15,"386,302,839,274",9479,Boomers,Asia
Republic of Korea,1985,male,25-34 years,655,3616800,18.11,"100,273,097,170",2731,Boomers,Asia
Republic of Korea,1986,male,25-34 years,671,3832600,17.51,"115,537,126,326",3078,Boomers,Asia
Republic of Korea,1987,male,25-34 years,675,3973800,16.99,"146,133,338,196",3834,Boomers,Asia
Republic of Korea,1994,male,25-34 years,681,4326600,15.74,"455,602,962,225",11073,Boomers,Asia
Republic of Korea,1991,female,35-54 years,256,4951200,5.17,"325,734,233,313",8145,Boomers,Asia
Republic of Korea,1992,female,35-54 years,312,5119600,6.09,"350,051,111,253",8671,Boomers,Asia
Republic of Korea,1993,female,35-54 years,381,5301200,7.19,"386,302,839,274",9479,Boomers,Asia
Republic of Korea,1994,female,35-54 years,383,5495100,6.97,"455,602,962,225",11073,Boomers,Asia
Republic of Korea,1995,female,35-54 years,427,5725200,7.46,"556,130,926,913",13217,Boomers,Asia
Republic of Korea,1996,female,35-54 years,532,5968300,8.91,"598,099,073,901",14071,Boomers,Asia
Republic of Korea,1997,female,35-54 years,535,6163400,8.68,"557,503,074,772",12978,Boomers,Asia
Republic of Korea,2000,female,35-54 years,616,6714173,9.17,"561,633,125,840",12686,Boomers,Asia
Republic of Korea,2001,female,35-54 years,640,6918865,9.25,"533,052,076,314",11922,Boomers,Asia
Republic of Korea,1999,female,35-54 years,683,6497300,10.51,"485,248,229,337",11074,Boomers,Asia
Republic of Korea,1991,male,35-54 years,708,5151700,13.74,"325,734,233,313",8145,Boomers,Asia
Republic of Korea,1998,female,35-54 years,714,6323400,11.29,"374,241,351,752",8624,Boomers,Asia
Republic of Korea,1992,male,35-54 years,823,5317000,15.48,"350,051,111,253",8671,Boomers,Asia
Republic of Korea,2002,female,35-54 years,845,7092799,11.91,"609,020,054,512",13501,Boomers,Asia
Republic of Korea,1994,male,35-54 years,1025,5690100,18.01,"455,602,962,225",11073,Boomers,Asia
Republic of Korea,2006,female,35-54 years,1036,7878811,13.15,"1,011,797,457,139",21753,Boomers,Asia
Republic of Korea,1993,male,35-54 years,1040,5494900,18.93,"386,302,839,274",9479,Boomers,Asia
Republic of Korea,2003,female,35-54 years,1091,7273425,15,"680,520,724,062",14971,Boomers,Asia
Republic of Korea,2004,female,35-54 years,1154,7465643,15.46,"764,880,644,711",16708,Boomers,Asia
Republic of Korea,2005,female,35-54 years,1179,7663628,15.38,"898,137,194,716",19460,Boomers,Asia
Republic of Korea,1995,male,35-54 years,1265,5928800,21.34,"556,130,926,913",13217,Boomers,Asia
Republic of Korea,2007,female,35-54 years,1297,8058659,16.09,"1,122,679,154,632",23982,Boomers,Asia
Republic of Korea,2008,female,35-54 years,1500,8209985,18.27,"1,002,219,052,968",21278,Boomers,Asia
Republic of Korea,1996,male,35-54 years,1533,6178700,24.81,"598,099,073,901",14071,Boomers,Asia
Republic of Korea,1997,male,35-54 years,1656,6387700,25.92,"557,503,074,772",12978,Boomers,Asia
Republic of Korea,2009,female,35-54 years,1780,8350429,21.32,"901,934,953,365",19036,Boomers,Asia
Republic of Korea,2000,male,35-54 years,1890,6980476,27.08,"561,633,125,840",12686,Boomers,Asia
Republic of Korea,2001,male,35-54 years,1989,7195715,27.64,"533,052,076,314",11922,Boomers,Asia
Republic of Korea,1999,male,35-54 years,2087,6758500,30.88,"485,248,229,337",11074,Boomers,Asia
Republic of Korea,2002,male,35-54 years,2444,7370094,33.16,"609,020,054,512",13501,Boomers,Asia
Republic of Korea,1998,male,35-54 years,2644,6568200,40.25,"374,241,351,752",8624,Boomers,Asia
