time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-09-11T16:58:28.066Z,-2.4223,-12.2426,10,4.7,mb,,52,5.866,1.85,us,us7000bnze,2020-09-20T15:07:46.040Z,"north of Ascension Island",earthquake,9.3,1.9,0.166,11,reviewed,us,us
2020-09-11T10:13:43.830Z,-21.3935,-69.988,47.13,4.5,mb,,136,0.112,0.86,us,us7000blr1,2020-09-11T13:31:14.995Z,"80 km NNE of Tocopilla, Chile",earthquake,7,2.7,0.191,8,reviewed,us,us
2020-09-11T08:25:07.591Z,-21.4278,-69.9452,45.09,4.5,mwr,,72,0.116,0.65,us,us7000blpf,2020-09-25T10:39:52.262Z,"78 km NNE of Tocopilla, Chile",earthquake,4.8,6.4,,,reviewed,us,guc
2020-09-11T07:35:57.195Z,-21.3957,-69.9093,51,6.2,mww,,72,0.076,0.87,us,us7000blm2,2020-10-06T15:10:12.394Z,"82 km NNE of Tocopilla, Chile",earthquake,6.3,1.9,0.071,19,reviewed,us,us
2020-09-11T04:56:25.257Z,21.9848,143.0991,237.25,4.5,mb,,47,7.176,0.72,us,us7000blle,2020-10-09T01:20:18.040Z,"Mariana Islands region",earthquake,8.8,5.2,0.048,125,reviewed,us,us
2020-09-11T04:52:32.360Z,13.1587,120.856,76.54,4.6,mb,,124,4.385,0.61,us,us7000blld,2020-10-09T01:16:30.193Z,"17 km ENE of Santa Cruz, Philippines",earthquake,9.5,7.8,0.072,57,reviewed,us,us
2020-09-11T04:44:32.958Z,50.4999,173.9947,9.76,4.7,mb,,139,2.233,1.04,us,us7000bll3,2020-10-09T01:10:45.040Z,"266 km SSE of Attu Station, Alaska",earthquake,7.4,4.1,0.035,245,reviewed,us,us
2020-09-11T02:28:19.107Z,12.508,143.1317,104.79,4.5,mb,,84,2.004,0.57,us,us7000bnyj,2020-10-09T00:49:23.040Z,"186 km WSW of Merizo Village, Guam",earthquake,5.4,9.6,0.15,13,reviewed,us,us
2020-09-11T02:13:15.868Z,38.6809,142.8224,10,4.5,mb,,151,2.504,0.95,us,us7000blkf,2020-10-09T00:48:11.040Z,"105 km ESE of Ōfunato, Japan",earthquake,5.7,1.9,0.139,15,reviewed,us,us
2020-09-11T00:57:20.654Z,-20.8469,-69.0314,123.95,4.6,mb,,59,0.711,0.6,us,us7000bljf,2020-09-11T05:59:13.204Z,"136 km ESE of Iquique, Chile",earthquake,5.4,6.7,0.137,16,reviewed,us,us
